tconst,name,genre,film year,rating,nconst,Primary Actor Relative Ratings,Primary Actor Relative Ratings - Mean,Primary Actor Relative Ratings - Std Dev
tt0481628,Stella Adler: Awake and Dream!,"['Biography', 'Documentary']",1989,6.5,"['nm0000008', 'nm0000134']","[-0.6824233422610941, -0.3270878039599079]",-0.504755573110501,0.1776677691505931
tt0490824,Bullets Over Hollywood,"['Documentary', 'History']",2005,7.0,"['nm0000008', 'nm0000007']","[-0.2876888541466253, -0.5062996116495194]",-0.3969942328980723,0.109305378751447
tt0498895,Anthony Quinn: An Original,"['Biography', 'Documentary']",1990,7.3,['nm0000008'],[0.0301516113307388],0.0301516113307388,0.0
tt0505147,I'm No Hero,['Drama'],1949,8.5,['nm0000008'],[1.2389526732578788],1.2389526732578788,0.0
tt0541456,Plot,['Documentary'],2005,5.6,"['nm0000008', 'nm0000095', 'nm0000120']","[-1.540457201878073, -0.8057123417539662, -1.204003925708966]",-1.1833911564470017,0.3003122453516045
tt0545992,Episode dated 16 January 2006,['News'],2006,4.2,['nm0000008'],[-2.796518223292799],-2.796518223292799,0.0
tt0611197,Paul Newman,['Talk-Show'],1994,7.6,"['nm0000008', 'nm0000056']","[0.285431276825787, 0.6732512517850685]",0.4793412643054278,0.1939099874796407
tt0611202,Dennis Hopper,['Talk-Show'],1994,7.6,['nm0000008'],[0.285431276825787],0.285431276825787,0.0
tt0611345,Episode #9.13,['Talk-Show'],2003,7.8,['nm0000008'],[0.4347641204950471],0.4347641204950471,0.0
tt0624936,Episode dated 5 April 1996,"['News', 'Talk-Show']",1996,7.4,['nm0000008'],[0.0998790226404495],0.0998790226404495,0.0
tt0625156,Episode dated 19 November 2004,"['News', 'Talk-Show']",2004,5.5,"['nm0000008', 'nm0000129', 'nm0000120']","[-1.6266479816041812, -0.1691207653920998, -1.2880923897089998]",-1.0279537122350937,0.6228164497603552
tt0679216,James Garner,['Talk-Show'],2001,8.4,['nm0000008'],[0.9782501883179412],0.9782501883179412,0.0
tt0695042,Marlon Brando,['News'],1989,9.0,['nm0000008'],[1.554662992973633],1.554662992973633,0.0
tt0725324,Episode #9.21,"['Comedy', 'Family', 'Music']",1956,4.2,['nm0000008'],[-2.63188453912881],-2.63188453912881,0.0
tt0792110,Marlon Brando,"['Documentary', 'History']",2006,9.0,['nm0000008'],[1.4986875403578768],1.4986875403578768,0.0
tt0792627,Advice to Bathers,"['Drama', 'History', 'Music']",1955,8.5,['nm0000008'],[1.2191966311582],1.2191966311582,0.0
tt0809488,The Godfather Saga,"['Crime', 'Drama', 'Thriller']",1977,9.5,"['nm0000008', 'nm0000134', 'nm0000199', 'nm0000380']","[2.041592344219936, 1.978512818853576, 1.0907345253925451, 1.837464646051432]",1.7370760836293722,0.3804133026883261
tt0819367,The Godfather and the Mob,['Documentary'],2006,7.8,['nm0000008'],[0.4248860994452076],0.4248860994452076,0.0
tt0839995,Superman II: The Richard Donner Cut,"['Action', 'Adventure', 'Romance']",1980,7.6,"['nm0000008', 'nm0000432']","[0.3315287083917038, 0.9188891710145276]",0.6252089397031158,0.2936802313114119
tt0841107,The Godfather: Mob Wars,"['Action', 'Crime', 'Drama']",2006,8.1,"['nm0000008', 'nm0000380']","[0.6933364596733748, 1.1417039534547069]",0.9175202065640408,0.224183746890666
tt0881915,Francis Coppola's Notebook,"['Documentary', 'Short']",2001,7.8,"['nm0000008', 'nm0000199']","[0.4413494678616061, 0.5763996974023908]",0.5088745826319985,0.0675251147703923
tt0940759,The Rise of Two Legends,['Short'],2006,7.5,['nm0000008'],[0.1564357392170405],0.1564357392170405,0.0
tt0940928,Resurrecting Jor-El,"['Documentary', 'Short']",2006,8.1,['nm0000008'],[0.6933364596733748],0.6933364596733748,0.0
tt0985693,Larry King Live: The Greatest Interviews,['Talk-Show'],2007,7.0,['nm0000008'],[-0.2942742015131844],-0.2942742015131844,0.0
tt1020539,The Godfather: Blackhand Edition,"['Action', 'Crime', 'Drama']",2007,8.6,['nm0000008'],[1.1374610530370406],1.1374610530370406,0.0
tt1020540,The Godfather: The Don's Edition,"['Action', 'Crime', 'Drama']",2007,9.0,"['nm0000008', 'nm0000380']","[1.495394866674597, 1.90028444062858]",1.6978396536515885,0.2024447869769914
tt1023144,Brando,"['Biography', 'Documentary']",2007,8.3,['nm0000008'],[0.8690106928088743],0.8690106928088743,0.0
tt10299138,La passione di Anna Magnani,"['Biography', 'Documentary']",2019,7.3,['nm0000008'],[-0.065335925484375],-0.065335925484375,0.0
tt1033313,Episode #2.31,"['Documentary', 'News']",1955,8.0,['nm0000008'],[0.7717793641112546],0.7717793641112546,0.0
tt1079347,"Blood, Sweat, & Brando",['Drama'],2008,6.1,['nm0000008'],[-1.102917955880967],-1.102917955880967,0.0
tt10905860,Big Bug Man,"['Animation', 'Comedy']",2006,6.8,['nm0000008'],[-0.4699484346486832],-0.4699484346486832,0.0
tt1113794,The Godfather: Behind the Scenes,"['Documentary', 'Short']",1971,7.6,"['nm0000008', 'nm0000199']","[0.3611627715412212, -0.2929509058650189]",0.0341059328381011,0.32705683870312
tt1113795,Gordon Willis on Cinematography,"['Documentary', 'Short']",2001,7.0,"['nm0000008', 'nm0000134', 'nm0000380']","[-0.2745181594135064, 0.2379393612920905, 0.1546786954098073]",0.0393666324294638,0.2245377941958678
tt1139643,"Tough Guise: Violence, Media & the Crisis in Masculinity",['Documentary'],1999,7.1,['nm0000008'],[-0.1784493586375577],-0.1784493586375577,0.0
tt11430880,Minorities Rebellion in Hollywood,"['Biography', 'Documentary']",2019,7.9,"['nm0000008', 'nm0001125']","[0.4715647949719599, 0.910332078490428]",0.690948436731194,0.219383641759234
tt11444598,Marlon Brando,"['Biography', 'Documentary']",2020,8.1,['nm0000008'],[0.647239028107458],0.647239028107458,0.0
tt1147705,AFI Life Achievement Award: A Tribute to Al Pacino,['\\\\N'],2007,7.3,['nm0000008'],[-0.0258238412850173],-0.0258238412850173,0.0
tt11506146,"Sophia Loren, une destinée particulière","['Biography', 'Documentary']",2019,6.6,"['nm0000008', 'nm0000122', 'nm0000011', 'nm0000026']","[-0.6917200993500988, -0.512357337994746, 0.0783492679890634, -0.2545700422711492]",-0.3450745529067326,0.2896659557158918
tt11935142,Marlon Brando,['Biography'],2015,7.4,['nm0000008'],[0.0373182226581335],0.0373182226581335,0.0
tt1295450,Episode #1.1,"['Crime', 'Drama', 'Thriller']",1977,9.4,"['nm0000008', 'nm0000134', 'nm0000199', 'nm0000380']","[1.9521088908105464, 1.8964948820517047, 1.0256906914891002, 1.754938846703654]",1.6573083277637513,0.3716820336007995
tt1295451,Episode #1.2,"['Crime', 'Drama', 'Thriller']",1977,9.3,"['nm0000008', 'nm0000134', 'nm0000199', 'nm0000380']","[1.8626254374011573, 1.8144769452498344, 0.9606468575856552, 1.672413047355876]",1.5775405718981308,0.3629637953410985
tt1295452,Episode #1.3,"['Crime', 'Drama', 'Thriller']",1977,9.3,"['nm0000008', 'nm0000134', 'nm0000199', 'nm0000380']","[1.8626254374011573, 1.8144769452498344, 0.9606468575856552, 1.672413047355876]",1.5775405718981308,0.3629637953410985
tt1295453,Episode #1.4,"['Crime', 'Drama', 'Thriller']",1977,9.3,"['nm0000008', 'nm0000134', 'nm0000199', 'nm0000380']","[1.8626254374011573, 1.8144769452498344, 0.9606468575856552, 1.672413047355876]",1.5775405718981308,0.3629637953410985
tt13016030,Truman & Tennessee: An Intimate Conversation,['Documentary'],2020,7.2,['nm0000008'],[-0.1581120525770433],-0.1581120525770433,0.0
tt1355349,Marlon Brando,"['Music', 'Talk-Show']",1973,8.7,['nm0000008'],[1.3388954116779417],1.3388954116779417,0.0
tt1433440,Episode #1.9,['Documentary'],1955,6.4,['nm0000008'],[-0.6599558904389705],-0.6599558904389705,0.0
tt14731254,Val,"['Biography', 'Documentary']",2021,7.7,"['nm0000008', 'nm0000120']","[0.2860125407866226, 0.6233062974402759]",0.4546594191134492,0.1686468783268266
tt15716884,Daniel Day-Lewis - L'héritier,"['Biography', 'Documentary']",2021,7.3,['nm0000008'],[-0.0719212728509341],-0.0719212728509341,0.0
tt1585236,"From Los Angeles/Howard Duff, Ida Lupino, Marlon Brando, Zsa Zsa Gabor, Allan Sherman, Freda Payne","['Comedy', 'Talk-Show']",1963,8.2,['nm0000008'],[0.9244048814637942],0.9244048814637942,0.0
tt1687250,Mike Douglas: Moments & Memories,['Talk-Show'],2008,9.4,['nm0000008'],[1.8500360066288737],1.8500360066288737,0.0
tt1775411,Godfather,"['Comedy', 'Short']",2008,5.6,['nm0000008'],[-1.5503352229279124],-1.5503352229279124,0.0
tt1877197,Part VII (1960-1967),"['Biography', 'Drama', 'History']",1979,7.6,['nm0000008'],[0.3348213820749833],0.3348213820749833,0.0
tt1990302,Paris Hilton Inc.: The Selling of Celebrity,['Documentary'],2007,3.9,"['nm0000008', 'nm0000007', 'nm0000011', 'nm0000009']","[-3.068261257204246, -3.4310831905700367, -2.20708620174874, -2.481149308130006]",-2.7968949894132566,0.4804695794315689
tt2114433,Marlon Brando tuli Suomeen,['Documentary'],2011,6.9,['nm0000008'],[-0.3969283496556922],-0.3969283496556922,0.0
tt3246948,Hollywood Rebellen,['Documentary'],2013,6.8,"['nm0000008', 'nm0000007', 'nm0000537', 'nm0000015', 'nm0000053']","[-0.4929971504316416, -0.778581352494319, 0.3119824052527612, -0.5663314060584665, -0.4135143769437863]",-0.3878883761350905,0.3704069582760778
tt4052144,Chaplin: The Legend of the Century,['Documentary'],2014,7.4,['nm0000008'],[0.0406108963414138],0.0406108963414138,0.0
tt4145178,Listen to Me Marlon,"['Biography', 'Documentary']",2015,8.2,['nm0000008'],[0.7531858499332452],0.7531858499332452,0.0
tt4800292,Lying for a Living,['Documentary'],2002,6.3,"['nm0000008', 'nm0000138']","[-0.9041950069625097, -0.1104710434849925]",-0.5073330252237511,0.3968619817387586
tt7808628,Hell's Club Part 2. Another Night,['Short'],2017,7.7,['nm0000008'],[0.2991832355197415],0.2991832355197415,0.0
tt8142030,Marlon Brando Screentest for Rebel Without a Cause,"['Documentary', 'Short']",1947,5.6,['nm0000008'],[-1.349482128247846],-1.349482128247846,0.0
tt8391714,Divine Rapture,"['Comedy', 'Short']",1995,7.2,"['nm0000008', 'nm0000136']","[-0.0757952104950492, -0.1672780769510339]",-0.1215366437230415,0.0457414332279923
tt9283916,Ballybrando,['Documentary'],2009,7.9,"['nm0000008', 'nm0000136']","[0.5044915318047578, 0.6278164608799879]",0.5661539963423728,0.061662464537615
tt9875392,Hollywood's Golden Age,"['Biography', 'Documentary', 'History']",2018,6.9,"['nm0000008', 'nm0000122']","[-0.4199770654386505, -0.2230820231511408]",-0.3215295442948956,0.0984475211437548
tt9913544,An American Named Kazan,"['Biography', 'Documentary']",2018,7.1,"['nm0000008', 'nm0000015']","[-0.241010158619873, -0.3115322893745212]",-0.2762712239971971,0.0352610653773241
tt0063036,Greetings,"['Comedy', 'Drama']",1968,5.7,['nm0000134'],[-1.2543718905495027],-1.2543718905495027,0.0
tt0064924,Sam's Song,['Drama'],1969,3.4,['nm0000134'],[-3.127872980222314],-3.127872980222314,0.0
tt0065836,"Hi, Mom!","['Comedy', 'Drama']",1970,6.2,['nm0000134'],[-0.8184592929997075],-0.8184592929997075,0.0
tt0069765,Bang the Drum Slowly,"['Drama', 'Sport']",1973,6.9,['nm0000134'],[-0.2055993650759501],-0.2055993650759501,0.0
tt0070379,Mean Streets,"['Crime', 'Drama', 'Thriller']",1973,7.2,['nm0000134'],[0.0404544453296625],0.0404544453296625,0.0
tt0071562,The Godfather: Part II,"['Crime', 'Drama']",1974,9.0,"['nm0000134', 'nm0000199', 'nm0000380']","[1.52968876453356, 0.6915890623292669, 1.377290770180937]",1.1995228656812549,0.3645123213385132
tt0072694,Bertolucci secondo il cinema,['Documentary'],1976,7.1,['nm0000134'],[-0.0028291211615473],-0.0028291211615473,0.0
tt0074084,1900,"['Drama', 'History']",1976,7.7,['nm0000134'],[0.4892784996496786],0.4892784996496786,0.0
tt0074777,The Last Tycoon,"['Drama', 'Romance']",1976,6.3,"['nm0000134', 'nm0000053']","[-0.6589726155765147, -0.4927598180141418]",-0.5758662167953282,0.0831063987811864
tt0075314,Taxi Driver,"['Crime', 'Drama']",1976,8.2,['nm0000134'],[0.8993681836590325],0.8993681836590325,0.0
tt0076451,"New York, New York","['Drama', 'Music', 'Musical']",1977,6.6,['nm0000134'],[-0.4000073484006817],-0.4000073484006817,0.0
tt0077416,The Deer Hunter,"['Drama', 'War']",1978,8.1,"['nm0000134', 'nm0000686']","[0.8431731603976024, 1.7900594555077036]",1.316616307952653,0.4734431475550506
tt0081398,Raging Bull,"['Biography', 'Drama', 'Sport']",1980,8.2,"['nm0000134', 'nm0000582']","[0.9510140107399137, 1.657271634606447]",1.3041428226731804,0.3531288119332667
tt0083232,True Confessions,"['Crime', 'Drama']",1981,6.3,"['nm0000134', 'nm0000380']","[-0.5944153317254134, -0.7399677609019998]",-0.6671915463137066,0.0727762145882932
tt0085794,The King of Comedy,"['Comedy', 'Crime', 'Drama']",1982,7.8,['nm0000134'],[0.6487651770728715],0.6487651770728715,0.0
tt0087233,Falling in Love,"['Drama', 'Romance']",1984,6.5,['nm0000134'],[-0.3916450878110099],-0.3916450878110099,0.0
tt0087843,Once Upon a Time in America,"['Crime', 'Drama']",1984,8.3,['nm0000134'],[1.0846777746226677],1.0846777746226677,0.0
tt0088846,Brazil,"['Drama', 'Sci-Fi']",1985,7.9,['nm0000134'],[0.7695174841854037],0.7695174841854037,0.0
tt0091530,The Mission,"['Adventure', 'Drama', 'History']",1986,7.4,"['nm0000134', 'nm0000460']","[0.3723392569462692, -0.2076700429407466]",0.0823346070027613,0.2900046499435079
tt0092563,Angel Heart,"['Horror', 'Mystery', 'Thriller']",1987,7.3,['nm0000134'],[0.3032327769146181],0.3032327769146181,0.0
tt0094226,The Untouchables,"['Crime', 'Drama', 'Thriller']",1987,7.9,"['nm0000134', 'nm0000125']","[0.7953403977258442, 0.8139245853455194]",0.8046324915356817,0.0092920938098375
tt0095631,Midnight Run,"['Action', 'Comedy', 'Crime']",1988,7.5,['nm0000134'],[0.4801801072885811],0.4801801072885811,0.0
tt0097607,Jacknife,['Drama'],1989,6.3,['nm0000134'],[-0.4911236775636499],-0.4911236775636499,0.0
tt0098625,We're No Angels,"['Comedy', 'Crime']",1989,6.1,"['nm0000134', 'nm0000576']","[-0.6551595511673919, -0.3570786395697668]",-0.5061190953685794,0.1490404557988125
tt0099077,Awakenings,"['Biography', 'Drama']",1990,7.8,"['nm0000134', 'nm0000245']","[0.7520568312346343, 0.6998738266557055]",0.72596532894517,0.0260915022894643
tt0099685,Goodfellas,"['Biography', 'Crime', 'Drama']",1990,8.7,"['nm0000134', 'nm0000582']","[1.4902182624514722, 1.7967371671911767]",1.6434777148213244,0.1532594523698522
tt0100680,Stanley & Iris,"['Drama', 'Romance']",1990,6.4,['nm0000134'],[-0.3961942839915582],-0.3961942839915582,0.0
tt0101393,Backdraft,"['Action', 'Crime', 'Drama']",1991,6.7,['nm0000134'],[-0.1372290168157253],-0.1372290168157253,0.0
tt0101540,Cape Fear,"['Crime', 'Thriller']",1991,7.3,['nm0000134'],[0.3548786039954999],0.3548786039954999,0.0
tt0101984,Guilty by Suspicion,['Drama'],1991,6.5,['nm0000134'],[-0.3012648904194673],-0.3012648904194673,0.0
tt0104892,Mistress,"['Comedy', 'Drama']",1992,5.4,['nm0000134'],[-1.190550738469827],-1.190550738469827,0.0
tt0105001,Night and the City,"['Comedy', 'Crime', 'Drama']",1992,5.8,['nm0000134'],[-0.8624789912623437],-0.8624789912623437,0.0
tt0105585,Thunderheart,"['Crime', 'Mystery', 'Thriller']",1992,6.8,['nm0000134'],[-0.0422996232436344],-0.0422996232436344,0.0
tt0105970,The Chevy Chase Show,"['Comedy', 'Talk-Show']",1993,2.8,['nm0000134'],[-3.3101056385482512],-3.3101056385482512,0.0
tt0106489,A Bronx Tale,"['Crime', 'Drama']",1993,7.8,['nm0000134'],[0.790791201545295],0.790791201545295,0.0
tt0107473,Mad Dog and Glory,"['Comedy', 'Crime', 'Drama']",1993,6.2,"['nm0000134', 'nm0000195']","[-0.5214957872846395, -0.681469584644875]",-0.6014826859647573,0.0799868986801177
tt0108330,This Boy's Life,"['Biography', 'Drama']",1993,7.3,"['nm0000134', 'nm0000138']","[0.3807015175359404, 0.9074383073115504]",0.6440699124237454,0.263368394887805
tt0109836,Mary Shelley's Frankenstein,"['Drama', 'Horror', 'Romance']",1994,6.4,['nm0000134'],[-0.3445484569106772],-0.3445484569106772,0.0
tt0112641,Casino,"['Crime', 'Drama']",1995,8.2,"['nm0000134', 'nm0000582']","[1.1446858622932188, 1.2468136774521077]",1.1957497698726631,0.0510639075794444
tt0113277,Heat,"['Action', 'Crime', 'Drama']",1995,8.2,"['nm0000134', 'nm0000199', 'nm0000685']","[1.1446858622932188, 0.6887224459240681, 1.1841425379961548]",1.0058502820711472,0.2248210483308568
tt0116269,Faithful,"['Comedy', 'Crime', 'Drama']",1996,5.9,['nm0000134'],[-0.7288152273795906],-0.7288152273795906,0.0
tt0116277,The Fan,"['Action', 'Drama', 'Sport']",1996,5.9,['nm0000134'],[-0.7288152273795906],-0.7288152273795906,0.0
tt0116999,Marvin's Room,['Drama'],1996,6.7,"['nm0000134', 'nm0000138']","[-0.0726717329646233, 0.3833118743167125]",0.1553200706760445,0.2279918036406679
tt0117665,Sleepers,"['Crime', 'Drama', 'Thriller']",1996,7.6,"['nm0000134', 'nm0000093']","[0.6654896982522145, 1.178212277472926]",0.9218509878625702,0.2563612896103557
tt0118887,Cop Land,"['Crime', 'Drama', 'Thriller']",1997,6.9,['nm0000134'],[0.1042755974093388],0.1042755974093388,0.0
tt0120885,Wag the Dog,"['Comedy', 'Drama']",1997,7.1,"['nm0000134', 'nm0000163']","[0.2683114710130801, 0.0531623638232542]",0.1607369174181671,0.1075745535949129
tt0122690,Ronin,"['Action', 'Crime', 'Thriller']",1998,7.3,['nm0000134'],[0.4452588013870424],0.4452588013870424,0.0
tt0122933,Analyze This,"['Comedy', 'Crime']",1999,6.7,['nm0000134'],[-0.0339373626539626],-0.0339373626539626,0.0
tt0131704,The Adventures of Rocky & Bullwinkle,"['Adventure', 'Animation', 'Comedy']",2000,4.2,['nm0000134'],[-2.071474325930516],-2.071474325930516,0.0
tt0155711,Flawless,['\\\\N'],1999,6.5,"['nm0000134', 'nm0000450']","[-0.1979732362577046, -0.1605473203830255]",-0.179260278320365,0.0187129579373395
tt0156515,Entropy,"['Comedy', 'Drama', 'Romance']",1999,6.3,['nm0000134'],[-0.3620091098614466],-0.3620091098614466,0.0
tt0166277,Movies Are My Life,['\\\\N'],1978,6.3,['nm0000134'],[-0.6331497020360741],-0.6331497020360741,0.0
tt0172873,New York City... Come Visit the World,"['Documentary', 'Short']",1998,5.0,['nm0000134'],[-1.4411537450559888],-1.4411537450559888,0.0
tt0175844,Lenny Bruce: Swear to Tell the Truth,"['Biography', 'Comedy', 'Documentary']",1998,7.9,['nm0000134'],[0.9373664221982684],0.9373664221982684,0.0
tt0179626,15 Minutes,"['Action', 'Crime', 'Drama']",2001,6.1,['nm0000134'],[-0.500222069924748],-0.500222069924748,0.0
tt0203019,Men of Honor,"['Biography', 'Drama']",2000,7.2,['nm0000134'],[0.3890637781256122],0.3890637781256122,0.0
tt0212338,Meet the Parents,"['Comedy', 'Romance']",2000,7.0,['nm0000134'],[0.2250279045218702],0.2250279045218702,0.0
tt0216982,Prison Song,"['Crime', 'Drama']",2001,6.4,['nm0000134'],[-0.2541682595191347],-0.2541682595191347,0.0
tt0269095,City by the Sea,"['Crime', 'Drama', 'Mystery']",2002,6.1,['nm0000134'],[-0.4873106131545271],-0.4873106131545271,0.0
tt0276751,About a Boy,"['Comedy', 'Drama', 'Romance']",2002,7.1,['nm0000134'],[0.3328687548641821],0.3328687548641821,0.0
tt0284490,Showtime,"['Action', 'Comedy', 'Crime']",2002,5.5,['nm0000134'],[-0.9794182339657524],-0.9794182339657524,0.0
tt0289848,Analyze That,"['Comedy', 'Crime']",2002,5.9,['nm0000134'],[-0.6513464867582683],-0.6513464867582683,0.0
tt0290002,Meet the Fockers,"['Comedy', 'Romance']",2004,6.3,['nm0000134'],[-0.2974518260103446],-0.2974518260103446,0.0
tt0294870,Rent,"['Drama', 'Musical', 'Romance']",2005,6.9,['nm0000134'],[0.2075672515711016],0.2075672515711016,0.0
tt0305153,100 Years of Horror: The Frankenstein Family,"['Documentary', 'Horror', 'Sci-Fi']",1996,5.9,['nm0000134'],[-0.7288152273795906],-0.7288152273795906,0.0
tt0306423,100 Years of Horror: Witchcraft and Demons,"['Documentary', 'Fantasy', 'Horror']",1996,6.4,['nm0000134'],[-0.318725543370236],-0.318725543370236,0.0
tt0307453,Shark Tale,"['Adventure', 'Animation', 'Comedy']",2004,6.0,"['nm0000134', 'nm0000226']","[-0.5435056364159573, -1.0485022183509214]",-0.7960039273834394,0.252498290967482
tt0319003,Aretha Franklin: Duets,['Music'],1993,6.4,['nm0000134'],[-0.3574599136808974],-0.3574599136808974,0.0
tt0326844,25 Toughest Stars,['Documentary'],2002,4.9,"['nm0000134', 'nm0000128', 'nm0000129', 'nm0000148']","[-1.4715258547769776, -1.1194900978141762, -0.5517626333005913, -1.705286685807015]",-1.21201631792469,0.4344988161709106
